ProteinGroups,ProteinAccessions,Genes,ProteinDescriptions,UniProtIds,ProteinNames,FastaFiles,sample_01,sample_02,sample_03,sample_04,sample_05,sample_06,sample_07,sample_08,sample_09,sample_10,sample_11
Q8BUY5,Q8BUY5,Timmdc1,"Complex I assembly factor TIMMDC1, mitochondrial",Q8BUY5,TIDC1_MOUSE,UP000000589_mouse_reviewed_can_220920,258796.6406,298529.3438,296704.8125,272561.4063,270156.0625,289617.3125,353884,316775.625,324013.5313,306505.7813,318430.8125
Q8BUY9,Q8BUY9,Pggt1b,Geranylgeranyl transferase type-1 subunit beta,Q8BUY9,PGTB1_MOUSE,UP000000589_mouse_reviewed_can_220920,22317,11634.44141,18585.38477,18673.375,18227.70508,18594.90234,19177.32031,13050.82227,17993.12305,20299.79297,13361.25
Q8BV13,Q8BV13,Cops7b,COP9 signalosome complex subunit 7b,Q8BV13,CSN7B_MOUSE,UP000000589_mouse_reviewed_can_220920,5544.400391,9137.53418,7469.589355,7372.023926,7646.432617,8244.398438,10212.34375,7191.638184,9134.998047,9158.351563,7258.67334
Q8BVA4,Q8BVA4,Lmod1,Leiomodin-1,Q8BVA4,LMOD1_MOUSE,UP000000589_mouse_reviewed_can_220920,47387.36328,69435.1875,37045.12109,33269.18359,45867.96875,28764.80859,25637.04102,39003.96094,58711.80469,58370.30078,48035.74609
Q8BVA5,Q8BVA5,Ldah,Lipid droplet-associated hydrolase,Q8BVA5,LDAH_MOUSE,UP000000589_mouse_reviewed_can_220920,110198.6094,104573.7344,103898.7734,101360.4766,77116.25781,126533.7031,118016.8984,81121.48438,113731.6406,102454.8281,98004.76563
Q8BVE3,Q8BVE3,Atp6v1h,V-type proton ATPase subunit H,Q8BVE3,VATH_MOUSE,UP000000589_mouse_reviewed_can_220920,102874.9609,79780.69531,82642.30469,82070.21094,58317.48438,59324.07031,50270.12891,42594.82813,68392.61719,54230.5625,53438.4375
Q8BVF2,Q8BVF2,Pdcl3,Phosducin-like protein 3,Q8BVF2,PDCL3_MOUSE,UP000000589_mouse_reviewed_can_220920,51252.73438,66255.45313,57220.57813,52044.95313,63690.30078,63287.65234,50754.80469,76795.67188,59032.46094,57223.32813,56020.6875
Q8BVG4,Q8BVG4,Dpp9,Dipeptidyl peptidase 9,Q8BVG4,DPP9_MOUSE,UP000000589_mouse_reviewed_can_220920,33726.21875,35073.67969,33387.85938,37964.59766,34997.06641,37480.12891,40696.08594,39074.875,37492.99219,34928.17969,39403.34766
Q8BVI4,Q8BVI4,Qdpr,Dihydropteridine reductase,Q8BVI4,DHPR_MOUSE,UP000000589_mouse_reviewed_can_220920,586764.4375,554002,570385.1875,563052,552577.6875,599246.5,647612.8125,564318.8125,654113.25,637558.75,610370.125
Q8BVI5,Q8BVI5,Stx16,Syntaxin-16,Q8BVI5,STX16_MOUSE,UP000000589_mouse_reviewed_can_220920,25310.49023,32443.47852,32186.63086,29951.00586,30177.56836,30385.41797,24327.78906,24597.07617,29596.52734,25037.22852,24685.12695
Q8BVK9,Q8BVK9,Sp110,Sp110 nuclear body protein,Q8BVK9,SP110_MOUSE,UP000000589_mouse_reviewed_can_220920,7537.233887,5856.180664,7810.422363,7690.47168,5803.009277,7695.250488,6580.766602,6500.097656,13124.50488,4087.813232,5758.382813
Q8BVQ5,Q8BVQ5,Ppme1,Protein phosphatase methylesterase 1,Q8BVQ5,PPME1_MOUSE,UP000000589_mouse_reviewed_can_220920,558359.4375,588596.9375,615344.1875,584934.1875,490029.75,711062.5,647939.1875,646340.75,620593.125,511147.0313,564848.375
Q8BVU5,Q8BVU5,Nudt9,"ADP-ribose pyrophosphatase, mitochondrial",Q8BVU5,NUDT9_MOUSE,UP000000589_mouse_reviewed_can_220920,55304.58203,49579.43359,55598.89063,57330.65234,49889.63672,46847.32813,44343.44531,46859.47656,46066.45313,37441.57813,41863.93359
Q8BVY0,Q8BVY0,Rsl1d1,Ribosomal L1 domain-containing protein 1,Q8BVY0,RL1D1_MOUSE,UP000000589_mouse_reviewed_can_220920,59548.04297,29256.41797,44708.13672,60894.29297,53268.31641,50285.60938,61298.10547,59934.21875,55062.27734,47690.82031,44421.4375
Q8BVZ1,Q8BVZ1,Plin5,Perilipin-5,Q8BVZ1,PLIN5_MOUSE,UP000000589_mouse_reviewed_can_220920,216539.1563,166820.6875,175833.5625,189067.8906,161281.0781,336486.7813,284766.2188,240372.9688,208336.8906,193709.5781,282895.3438
Q8BW75,Q8BW75,Maob,Amine oxidase [flavin-containing] B,Q8BW75,AOFB_MOUSE,UP000000589_mouse_reviewed_can_220920,1101055.5,1109417.875,969603.25,1023219.313,860596.6875,1024838.438,1234215.625,1062049.125,1184524.625,1167107.75,1515265.625
Q8BWA5,Q8BWA5,Klhl31,Kelch-like protein 31,Q8BWA5,KLH31_MOUSE,UP000000589_mouse_reviewed_can_220920,37946.00781,41993.78516,43785.17188,48011.07031,51718.21094,48373.09766,59461.76953,62520.21875,51371.03125,41152.94531,49612.49609
Q8BWB1,Q8BWB1,Synpo2l,Synaptopodin 2-like protein,Q8BWB1,SYP2L_MOUSE,UP000000589_mouse_reviewed_can_220920,769119.625,884487.5,894309.1875,808605.5,994204,749878.3125,625156.875,698355.6875,648646.0625,674206.9375,675300.875
Q8BWF0,Q8BWF0,Aldh5a1,"Succinate-semialdehyde dehydrogenase, mitochondrial",Q8BWF0,SSDH_MOUSE,UP000000589_mouse_reviewed_can_220920,1601681,1539767.25,1602243.375,1624906.875,1546140.75,1764308.75,1905663.5,1870969.5,1873483.75,1816029.875,1801498.125
Q8BWG8,Q8BWG8,Arrb1,Beta-arrestin-1,Q8BWG8,ARRB1_MOUSE,UP000000589_mouse_reviewed_can_220920,56337.20313,55555.05469,53113.21094,47598.04688,39242.75781,42916.70313,48953.13281,39728.41797,55265.78125,47503.08203,50619.95703
Q8BWM0,Q8BWM0,Ptges2,Prostaglandin E synthase 2,Q8BWM0,PGES2_MOUSE,UP000000589_mouse_reviewed_can_220920,320230.2188,305139.6563,311305.75,317296.0938,295461.0313,364999.0313,393882.125,374451.5938,349036.4688,355266.2813,352305.3438
Q8BWQ6,Q8BWQ6,Vps35l,VPS35 endosomal protein-sorting factor-like,Q8BWQ6,VP35L_MOUSE,UP000000589_mouse_reviewed_can_220920,10186.61426,10881.72949,9063.425781,6351.316895,10384.58594,38356.07422,8275.740234,7923.789551,10765.10547,6817.492188,6295.419922
Q8BWR2,Q8BWR2,Pithd1,PITH domain-containing protein 1,Q8BWR2,PITH1_MOUSE,UP000000589_mouse_reviewed_can_220920,51131.23828,40465.45313,44051.69922,44305.32813,38064.83203,41087.64844,45579.16016,40081.16406,36694.61719,34255.87109,38834.03125
Q8BWT1,Q8BWT1,Acaa2,"3-ketoacyl-CoA thiolase, mitochondrial",Q8BWT1,THIM_MOUSE,UP000000589_mouse_reviewed_can_220920,26709208,28216334,27833850,25325580,28127788,36461448,35039328,32096566,32290212,31864914,36180400
Q8BWT5,Q8BWT5,Dip2a,Disco-interacting protein 2 homolog A,Q8BWT5,DIP2A_MOUSE,UP000000589_mouse_reviewed_can_220920,16313.05078,12391.70117,17647.60742,25050.04492,20867.60742,19972.59961,20217.57813,14057.29004,9059.392578,14533.9541,14794.75391
Q8BWU5,Q8BWU5,Osgep,tRNA N6-adenosine threonylcarbamoyltransferase,Q8BWU5,OSGEP_MOUSE,UP000000589_mouse_reviewed_can_220920,15269.04199,10650.16016,13323.87012,13142.48535,9667.638672,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q8BWW4,Q8BWW4,Larp4,La-related protein 4,Q8BWW4,LARP4_MOUSE,UP000000589_mouse_reviewed_can_220920,11391.2041,20750.09375,12372.71973,7080.062988,14903.98145,13438.0127,14991.19336,21477.29883,29588.41797,12392.25586,20121.82227
Q8BWW9,Q8BWW9,Pkn2,Serine/threonine-protein kinase N2,Q8BWW9,PKN2_MOUSE,UP000000589_mouse_reviewed_can_220920,39128,7250.083496,41440.86328,30214.73047,42106.17969,43271.75781,32506.80273,44811.58203,35852.24219,44444.875,42912.32031
Q8BWY3,Q8BWY3,Etf1,Eukaryotic peptide chain release factor subunit 1,Q8BWY3,ERF1_MOUSE,UP000000589_mouse_reviewed_can_220920,225614.7031,226819.6406,227217.6563,217911.2969,233567.6094,263907.2813,246369.2188,250642.625,249418.1719,227600.0781,209224.7969
Q8BWZ3,Q8BWZ3,Naa25,"N-alpha-acetyltransferase 25, NatB auxiliary subunit",Q8BWZ3,NAA25_MOUSE,UP000000589_mouse_reviewed_can_220920,16571.64648,16103.0127,21653.74805,17495.79102,16904.95313,24551.36523,24569.34766,21307.58398,16543.92969,14399.95215,13872.23926
Q8BX02,Q8BX02,Kank2,KN motif and ankyrin repeat domain-containing protein 2,Q8BX02,KANK2_MOUSE,UP000000589_mouse_reviewed_can_220920,149005.1406,158408.3125,147435.3594,142473.5625,157431.7031,117728.2188,112161.6641,129296.5,129602.8125,141647.8125,134842.6406
Q8BX09,Q8BX09,Rbbp5,Retinoblastoma-binding protein 5,Q8BX09,RBBP5_MOUSE,UP000000589_mouse_reviewed_can_220920,8493.860352,7166.708496,9991.170898,9689.553711,6840.436523,8225.59668,5867.383301,3798.049316,8718.171875,3873.219482,4663.693848
Q8BX10,Q8BX10,Pgam5,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",Q8BX10,PGAM5_MOUSE,UP000000589_mouse_reviewed_can_220920,22752.77148,19553.79102,22995.07617,22973.83789,27063.56641,30614.31055,29866.81641,25435.81445,24982.91797,19823.89258,21938.71289
Q8BX17,Q8BX17,Gemin5,Gem-associated protein 5,Q8BX17,GEMI5_MOUSE,UP000000589_mouse_reviewed_can_220920,2487.492188,1210.855591,2006.936279,2895.69751,1874.188721,4201.378906,4219.124023,1560.848511,4538.730957,1924.982544,3221.97998
Q8BX70,Q8BX70,Vps13c,Intermembrane lipid transfer protein VPS13C,Q8BX70,VP13C_MOUSE,UP000000589_mouse_reviewed_can_220920,541944.375,499009.6563,524312.4375,521844.5313,457388.2188,523190.625,508217.4063,488185.5,510562.1563,520171.9688,505704.25
Q8BXA1,Q8BXA1,Golim4,Golgi integral membrane protein 4,Q8BXA1,GOLI4_MOUSE,UP000000589_mouse_reviewed_can_220920,0.449567527,1045.730591,2.972497702,49.01378632,940.7646484,NaN,NaN,650.736084,53.80953979,798.0845337,1257.546021
Q8BXC6,Q8BXC6,Commd2,COMM domain-containing protein 2,Q8BXC6,COMD2_MOUSE,UP000000589_mouse_reviewed_can_220920,30533.71094,32640.47852,31541.08789,29425.88281,25764.97266,25838.43164,22759.66797,29332.19922,27810.03711,31376.21289,24155.42188
Q8BXK9,Q8BXK9,Clic5,Chloride intracellular channel protein 5,Q8BXK9,CLIC5_MOUSE,UP000000589_mouse_reviewed_can_220920,156861.2344,167040.1875,173248.9219,166135.4688,162805.1719,188368.25,149742.0938,161653,163585.2969,147154.7969,138013.7969
Q8BXL7,Q8BXL7,Arfrp1,ADP-ribosylation factor-related protein 1,Q8BXL7,ARFRP_MOUSE,UP000000589_mouse_reviewed_can_220920,18772.71289,17617.32227,18525.14844,16020.89648,14935.72559,9926.954102,11940.91016,10831.0957,14700.96484,12987.93359,14792.36816
Q8BXN7,Q8BXN7,Ppm1k,"Protein phosphatase 1K, mitochondrial",Q8BXN7,PPM1K_MOUSE,UP000000589_mouse_reviewed_can_220920,128353.5547,139926.6563,167174.5469,134577.6406,137663.8594,154100.7969,169329.375,169580.3594,133547.7969,131365.5156,182857.4531
Q8BXV2,Q8BXV2,Bri3bp,BRI3-binding protein,Q8BXV2,BRI3B_MOUSE,UP000000589_mouse_reviewed_can_220920,300328.6875,274025.25,315501.0313,255118.3281,237436,255059.0625,298295.4375,263093.5625,249033.9531,240943.0469,267186.8438
Q8BXZ1,Q8BXZ1,Tmx3,Protein disulfide-isomerase TMX3,Q8BXZ1,TMX3_MOUSE,UP000000589_mouse_reviewed_can_220920,102661.9688,92643.47656,100943.0859,110226.0391,95348.86719,75692.19531,94614.61719,70880.20313,87198.48438,96153.69531,102170.9531
Q8BY87,Q8BY87,Usp47,Ubiquitin carboxyl-terminal hydrolase 47,Q8BY87,UBP47_MOUSE,UP000000589_mouse_reviewed_can_220920,34836.00781,35130.31641,38695.28125,36465.15625,35789.91016,45615.82422,40185.82813,38784.25,35393.93359,36850.98047,36658.66406
Q8BY89,Q8BY89,Slc44a2,Choline transporter-like protein 2,Q8BY89,CTL2_MOUSE,UP000000589_mouse_reviewed_can_220920,159376.6406,111408.7813,128307.6016,158231.6875,105185.2422,114457.6875,154796.8594,114538.9297,115620.1406,132940.3438,103083.9688
Q8BYA0,Q8BYA0,Tbcd,Tubulin-specific chaperone D,Q8BYA0,TBCD_MOUSE,UP000000589_mouse_reviewed_can_220920,32485.29102,29716.14844,32104.19141,10821.51563,29685.05469,29709.71094,33586.22266,Filtered,27044.08008,27655.08203,Filtered
Q8BYJ6,Q8BYJ6,Tbc1d4,TBC1 domain family member 4,Q8BYJ6,TBCD4_MOUSE,UP000000589_mouse_reviewed_can_220920,135656.2813,128341.2734,146934.7969,142749.7813,138391.625,144348.2813,137302.3281,132975.5938,134942.7656,142228.0156,160053.4844
Q8BYK6,Q8BYK6,Ythdf3,YTH domain-containing family protein 3,Q8BYK6,YTHD3_MOUSE,UP000000589_mouse_reviewed_can_220920,122728.0938,146349.6094,119538.3984,117433.4688,144239.6094,142805.1094,119949.0391,152951.1094,144701.75,130720.8047,125776.9531
Q8BYL4,Q8BYL4,Yars2,"Tyrosine--tRNA ligase, mitochondrial",Q8BYL4,SYYM_MOUSE,UP000000589_mouse_reviewed_can_220920,157210.4063,149070.25,154135.5781,156321.9219,124214.2891,151709.3281,145099.8125,131049.8672,150043.7188,126191.6797,137327.1406
Q8BYM8,Q8BYM8,Cars2,"Probable cysteine--tRNA ligase, mitochondrial",Q8BYM8,SYCM_MOUSE,UP000000589_mouse_reviewed_can_220920,334445.0938,341740.2188,327473.5313,291873.375,320779.5,371280.7188,378575.25,335129.7813,326863.0938,312995.8438,345838.8438
Q8BYN5,Q8BYN5,Fsd1l,FSD1-like protein,Q8BYN5,FSD1L_MOUSE,UP000000589_mouse_reviewed_can_220920,48431.89063,42310.74609,50839.94531,63016.72656,44617.64844,50310.69141,66852.29688,Filtered,77255.875,58422.94922,70378.375
Q8BYU6,Q8BYU6,Tor1aip2,Torsin-1A-interacting protein 2,Q8BYU6,TOIP2_MOUSE,UP000000589_mouse_reviewed_can_220920,32874.10938,27510.91406,27362.27344,29734.19922,34573.07813,17934.91797,31523.68555,29160.76953,35886.94141,33028.26563,31507.01953
Q8BYY4,Q8BYY4,Ttc39b,Tetratricopeptide repeat protein 39B,Q8BYY4,TT39B_MOUSE,UP000000589_mouse_reviewed_can_220920,4486.041992,3295.868164,5959.428223,5785.161621,3512.569824,5438.424805,6555.279785,3878.648926,2892.971436,3243.335693,4409.429199
Q8BZ52,Q8BZ52,Fsd2,Fibronectin type III and SPRY domain-containing protein 2,Q8BZ52,FSD2_MOUSE,UP000000589_mouse_reviewed_can_220920,138705.1094,137972.1563,143911.8281,133892.4844,138196.7813,137101.0469,126884.4531,126631.1484,124227.3281,137567.2188,139945.5625
Q8BZA9,Q8BZA9,Tigar,"Fructose-2,6-bisphosphatase TIGAR",Q8BZA9,TIGAR_MOUSE,UP000000589_mouse_reviewed_can_220920,261906.4375,258788.7656,255295.6875,248904.6719,258654.375,324152.0313,287455.875,275931.3125,277877.7188,269373.7188,257770.3906
Q8BZF8,Q8BZF8,Pgm5,Phosphoglucomutase-like protein 5,Q8BZF8,PGM5_MOUSE,UP000000589_mouse_reviewed_can_220920,993223.8125,1046307.938,990770.625,986678.625,1068900.625,911787.9375,868701,886143.625,920538.5,931059.1875,865407.1875
Q8BZJ7,Q8BZJ7,Dcun1d2,DCN1-like protein 2,Q8BZJ7,DCNL2_MOUSE,UP000000589_mouse_reviewed_can_220920,214718,193220.1094,230561.9063,210469.7969,188663.9531,222763.1719,231449.6094,196871.25,185385.9688,177463.7969,213833.5
Q8BZW8,Q8BZW8,Nhlrc2,NHL repeat-containing protein 2,Q8BZW8,NHLC2_MOUSE,UP000000589_mouse_reviewed_can_220920,905081.5,940099.125,989999.3125,857526.75,861947.125,894673.4375,868232.8125,847959,878823.5625,764046.125,855512.375
Q8BZX4,Q8BZX4,Srek1,Splicing regulatory glutamine/lysine-rich protein 1,Q8BZX4,SREK1_MOUSE,UP000000589_mouse_reviewed_can_220920,Filtered,2845.657715,NaN,Filtered,1845.342285,Filtered,Filtered,2499.289795,85.4352951,2110.796875,2650.903809
Q8C025,Q8C025,Chpt1,Cholinephosphotransferase 1,Q8C025,CHPT1_MOUSE,UP000000589_mouse_reviewed_can_220920,359468.1563,373861.6563,360374.4063,376230.875,298381.625,502029.0625,479957.0938,433812.1875,108511.2109,406175.375,473414.1875
Q8C050,Q8C050,Rps6ka5,Ribosomal protein S6 kinase alpha-5,Q8C050,KS6A5_MOUSE,UP000000589_mouse_reviewed_can_220920,13140.70703,Filtered,16850.57813,18814.28906,11483.36426,17850.82227,15833.70801,9287.116211,Filtered,7019.696777,13102.25098
Q8C052,Q8C052,Map1s,Microtubule-associated protein 1S,Q8C052,MAP1S_MOUSE,UP000000589_mouse_reviewed_can_220920,55265.36719,50817.42188,54536.27734,58535.48828,58550.125,63246.68359,52137.09766,44969.50781,48393.18359,43145.54688,49825.90625
Q8C0C7,Q8C0C7,Farsa,Phenylalanine--tRNA ligase alpha subunit,Q8C0C7,SYFA_MOUSE,UP000000589_mouse_reviewed_can_220920,159311.4063,164901.25,182732.75,155866.4375,176084.3906,171562.4844,158783.4063,170355.25,171645.6875,161500.7188,164135.9063
Q8C0D5,Q8C0D5,Efl1,Elongation factor-like GTPase 1,Q8C0D5,EFL1_MOUSE,UP000000589_mouse_reviewed_can_220920,16860.55859,10420.88574,19252.26758,14480.15918,12245.73535,6443.97168,10268.44531,10042.94922,11091.66797,10834.90332,13130.90137
Q8C0E2,Q8C0E2,Vps26b,Vacuolar protein sorting-associated protein 26B,Q8C0E2,VP26B_MOUSE,UP000000589_mouse_reviewed_can_220920,210942.6875,213422.5469,206765.3281,223313.125,222691.9688,189677.1094,195539.3438,208169.75,214922.1563,210032.8438,204222.6406
Q8C0E3,Q8C0E3,Trim47,E3 ubiquitin-protein ligase TRIM47,Q8C0E3,TRI47_MOUSE,UP000000589_mouse_reviewed_can_220920,2177973.25,4214798.5,1223824.875,3286057.5,4197710.5,3195697.75,1938623.375,3105758.75,3355618.5,3364201.5,3898953
Q8C0I1,Q8C0I1,Agps,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",Q8C0I1,ADAS_MOUSE,UP000000589_mouse_reviewed_can_220920,51044.54688,65725.15625,60520.57031,50972.55859,53359.55469,41971.125,42714.41016,32431.81055,36510.30078,33834.30469,39012.41016
Q8C0J2,Q8C0J2,Atg16l1,Autophagy-related protein 16-1,Q8C0J2,A16L1_MOUSE,UP000000589_mouse_reviewed_can_220920,20301.03711,21117.41797,16884.59375,17352.90625,20977.88672,26045.2207,13105.35645,23210.33203,22920.80469,20309.30664,18816.40039
Q8C0L0,Q8C0L0,Tmx4,Thioredoxin-related transmembrane protein 4,Q8C0L0,TMX4_MOUSE,UP000000589_mouse_reviewed_can_220920,156573.9063,150001.4219,149853.9844,142702,134815.1719,106588.6953,140136.1875,128659.5859,104234.1328,127127.1797,158736.7813
Q8C0L9,Q8C0L9,Gpcpd1,Glycerophosphocholine phosphodiesterase GPCPD1,Q8C0L9,GPCP1_MOUSE,UP000000589_mouse_reviewed_can_220920,130113.4297,133368.0938,140512.0156,129058.1953,133294.3281,154319.1406,167372.4219,169203.8906,191893.5781,182712.8281,152179.5625
Q8C0M9,Q8C0M9,Asrgl1,Isoaspartyl peptidase/L-asparaginase,Q8C0M9,ASGL1_MOUSE,UP000000589_mouse_reviewed_can_220920,646491.1875,758843.3125,720169.75,624213.9375,687948.4375,739341.875,696910.625,685437.125,681355.0625,656247.125,733790.3125
Q8C0N2,Q8C0N2,Gpat3,Glycerol-3-phosphate acyltransferase 3,Q8C0N2,GPAT3_MOUSE,UP000000589_mouse_reviewed_can_220920,59119.35938,64004.70313,67654.5,64212.70703,59724.40625,74670.58594,64477.38281,63432.94531,19106.50977,30699.19922,32932.73828
Q8C0Z1,Q8C0Z1,Fam234a,Protein FAM234A,Q8C0Z1,F234A_MOUSE,UP000000589_mouse_reviewed_can_220920,61181.82813,54469.33984,53841.12891,50470.61719,54332.89844,69125.24219,67473.16406,68255.52344,56861.77344,53763.58984,65184.66016
Q8C129,Q8C129,Lnpep,Leucyl-cystinyl aminopeptidase,Q8C129,LCAP_MOUSE,UP000000589_mouse_reviewed_can_220920,379284.4688,389594.375,405596.3125,378699.5,347630.3125,300631.6875,357562.5938,376066.6875,343255.25,364041.25,391389.4688
Q8C165,Q8C165,Pm20d1,N-fatty-acyl-amino acid synthase/hydrolase PM20D1,Q8C165,P20D1_MOUSE,UP000000589_mouse_reviewed_can_220920,38722.4375,37745.59375,37245.58594,33290.92969,24952.75,48310.78906,53298.32031,43419.53906,49010.50781,56308.47266,52294.55859
Q8C166,Q8C166,Cpne1,Copine-1,Q8C166,CPNE1_MOUSE,UP000000589_mouse_reviewed_can_220920,192454.8125,220156.8125,200747.4531,200721.3594,191896.125,213798.75,185605.4531,206619.1563,231315.5313,194051.0156,191434.2031
Q8C181,Q8C181,Mbnl2,Muscleblind-like protein 2,Q8C181,MBNL2_MOUSE,UP000000589_mouse_reviewed_can_220920,28139.00391,30713.60156,29704.125,25512.15039,36581.92969,34057.57422,30533.94531,42331.21875,29228.70508,29194.51172,36496.45313
Q8C1A5,Q8C1A5,Thop1,Thimet oligopeptidase,Q8C1A5,THOP1_MOUSE,UP000000589_mouse_reviewed_can_220920,123788.0703,124031.7656,126784.7422,132496.1719,128490.4922,113804.7656,119964.6172,134507.2188,116076.8906,120784.6641,113061.6406
Q8C1A9,Q8C1A9,Abhd18,Protein ABHD18,Q8C1A9,ABD18_MOUSE,UP000000589_mouse_reviewed_can_220920,22734.57813,20766.21484,27928.87109,26581.38281,17511.82617,26598.29492,23889.70898,18754.05078,21174.91016,13216.0332,16382.92188
Q8C1B7,Q8C1B7,Septin11,Septin-11,Q8C1B7,SEP11_MOUSE,UP000000589_mouse_reviewed_can_220920,493605.5,498141.6875,490965.9375,514234.0625,473732.3125,466552.7813,398114.2813,422403.0625,457852.6875,433104.5313,413162.1875
Q8C1M2,Q8C1M2,Znf428,Zinc finger protein 428,Q8C1M2,ZN428_MOUSE,UP000000589_mouse_reviewed_can_220920,30981.57227,36040.49609,38426.30859,29833.91211,35248.40625,26791.49219,36275.9375,39361.85156,37844.70313,32872.55078,35402.08984
Q8C1Q6,Q8C1Q6,Smim4,Small integral membrane protein 4,Q8C1Q6,SMIM4_MOUSE,UP000000589_mouse_reviewed_can_220920,1716921.25,4084703.25,1324516.875,1501603.25,2488811.25,1513713.5,1111515.5,2577422.5,2807392,2570421.75,2990858.5
Q8C2E4,Q8C2E4,Ptcd1,"Pentatricopeptide repeat-containing protein 1, mitochondrial",Q8C2E4,PTCD1_MOUSE,UP000000589_mouse_reviewed_can_220920,16158.31641,14886.06934,14216.26758,14804.14355,13104.2832,16783.51953,15294.61523,13024.11328,12661.25977,9786.804688,11082.04688
Q8C2Q3,Q8C2Q3,Rbm14,RNA-binding protein 14,Q8C2Q3,RBM14_MOUSE,UP000000589_mouse_reviewed_can_220920,302664.9063,297314.6563,317739.625,306983.4063,304732.75,297183.0313,277073.875,285679.6563,342288.5625,257710.5313,276680.4375
Q8C3W1,Q8C3W1,,Uncharacterized protein C1orf198 homolog,Q8C3W1,CA198_MOUSE,UP000000589_mouse_reviewed_can_220920,29541.13672,43852.03906,40437.44531,38978.95313,34937.66406,38859.66406,37709.07813,44551.88281,32858.07422,38685.05078,36297.47266
Q8C3X2,Q8C3X2,Ccdc90b,"Coiled-coil domain-containing protein 90B, mitochondrial",Q8C3X2,CC90B_MOUSE,UP000000589_mouse_reviewed_can_220920,322447.9688,300591.8125,270178.25,299280.2813,309900,273504.9375,263746.0938,254602.2188,252210.9219,240670.3281,270525.7188
Q8C3X4,Q8C3X4,Guf1,"Translation factor Guf1, mitochondrial",Q8C3X4,GUF1_MOUSE,UP000000589_mouse_reviewed_can_220920,143067.0156,135191.1875,139735.9531,147770.4063,123633.6172,190048.9219,167787.7813,169386.5156,201670.3594,200074.625,186865.4844
Q8C3X8,Q8C3X8,Lmf2,Lipase maturation factor 2,Q8C3X8,LMF2_MOUSE,UP000000589_mouse_reviewed_can_220920,45062.0625,36928.25,41737.73828,48161.18359,43581.28906,50565.53125,56466.15625,48850.75781,42752.37891,46831.03125,43735.47266
Q8C460,Q8C460,Eri3,ERI1 exoribonuclease 3,Q8C460,ERI3_MOUSE,UP000000589_mouse_reviewed_can_220920,77664.53906,60099.24609,67929.23438,35632.84766,45489.23438,110101.5547,73872.42969,72017.90625,60220.375,64914.38672,49468.26563
Q8C4B4,Q8C4B4,Unc119b,Protein unc-119 homolog B,Q8C4B4,U119B_MOUSE,UP000000589_mouse_reviewed_can_220920,18626.875,14474.30664,25163.69727,27208.25,Filtered,6705.697754,Filtered,Filtered,19599.57813,11169.72363,10230.92773
Q8C4Y3,Q8C4Y3,Nelfb,Negative elongation factor B,Q8C4Y3,NELFB_MOUSE,UP000000589_mouse_reviewed_can_220920,7745.116699,7740.335449,7860.005859,9151.569336,7725.612305,4727.534668,5919.976563,6855.592285,7905.616699,6779.072754,7158.968262
Q8C522,Q8C522,Endod1,Endonuclease domain-containing 1 protein,Q8C522,ENDD1_MOUSE,UP000000589_mouse_reviewed_can_220920,2181.812256,6374.87793,2653.966553,1854.235596,3436.853516,2170.322266,Filtered,1486.169067,6325.675293,3409.37793,1326.105103
