Location	chr	gene_name
3071620	20	OXT
47413694	3	SCAP
2464950	16	AC106820.2
28577565	17	SPAG5
61202350	8	NPM1P6
22395019	CHR_HSCHR22_1_CTG3	IGLV7-43
2636936	6	LINC02521
31483002	16	SLC5A2
67973934	17	AC134407.3
73498408	5	BTF3
67950885	17	AC134407.1
28473293	17	SLC13A2
54575908	CHR_HSCHR19LRC_COX1_CTG3_1	CU234142.1
59955430	10	LINC01553
65141032	7	INTS4P1
73497550	5	AC099522.2
40380666	17	AC080112.2
107579977	7	BCAP29
34205055	21	AP000317.1
119562101	10	AC012468.1
50310022	19	AC008655.1
2341450	6	HMGN2P28
12801973	Y	CDY4P
15515342	19	AC011492.1
14705076	17	RPS18P12
36666214	5	AC008957.1
63739861	20	SLC2A4RG
56682424	16	MT1X
22345936	16	CDR2
29120254	15	FAM189A1
78426103	8	PKIA-AS1
99690081	13	CLYBL-AS2
82622289	CHR_HSCHR15_5_CTG8	CPEB1
28607964	17	SGK494
5904841	19	AC104532.1
63698642	20	ARFRP1
35335277	16	FRG2HP
109539711	8	EBAG9
35344091	16	RARRES2P9
12922479	19	FARSA
17717687	1	AL136529.1
821485	CHR_HSCHR19_5_CTG2	PLPPR3
17755313	1	ACTL8
38770331	X	AF241728.1
191021526	2	AC067945.3
3235703	17	OR1D4
18015712	1	AL357509.1
18065657	1	LINC01654
36588506	5	AC010631.1
35347385	16	AGGF1P9
38801568	X	MID1IP1-AS1
35352482	16	C2orf69P4
38801432	X	MID1IP1
18166929	1	IGSF21-AS1
18107746	1	IGSF21
35363412	16	LINC01566
13038160	21	ANKRD30BP2
43584369	19	IRGQ
6636780	17	AC004706.4
35384144	16	FRG2GP
6640758	17	TXNDC17
35389203	16	AGGF1P4
102651366	X	GPRASP1
3265611	17	OR1D3P
43574638	19	L34079.3
134838547	2	ACMSD
54698377	CHR_HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	LILRP1
44072247	7	POLM
3276942	17	OR3A2
20674923	CHR_HSCHR19_1_CTG2	AC010329.3
56669814	16	MT1H
20746923	CHR_HSCHR19_1_CTG2	AC010329.4
18109389	1	AL365209.1
102712176	X	GPRASP2
18385829	1	AL591896.1
18480982	1	KLHDC7A
64305572	11	ESRRA
3377527	17	OR1AC1P
240672530	2	AC011298.3
3385930	17	AC087498.1
10922185	19	YIPF2
18513118	1	DYNLL1P3
3309986	17	OR3A4P
18595414	1	AL031737.1
3291017	17	OR3A1
41448183	17	KRT43P
176905005	5	UIMC1
32364622	CHR_HSCHR6_MHC_MANN_CTG1	HNRNPA1P2
28970196	15	AC127522.1
117562084	10	AC005871.1
240676418	2	AQP12B
5943639	10	IL15RA
3585553	19	GIPC3
117735313	10	AL139121.1
32332098	CHR_HSCHR6_MHC_MANN_CTG1	C6orf10
117825903	10	AL513324.1
102615473	X	AL035551.1
28553383	17	PIGS
102599168	X	ARMCX5
30677910	CHR_HSCHR6_MHC_COX_CTG1	NRM
41459811	17	KRT32
1591593	X	AKAP17A
6578148	17	KIAA0753
41006999	9	PGM5P2
111887914	2	EEF1E1P1
66614750	16	CMTM4
134735464	2	CCNT2-AS1
56676132	16	AC026461.4
134918235	2	CCNT2
102599657	X	AL035427.1
41012231	9	AL353763.2
102599512	X	ARMCX5-GPRASP2
49127782	12	AC011603.2
118017487	10	AC022395.1
49127782	12	TUBA1B
9664077	11	SWAP70
22418672	16	RRN3P3
118004916	10	RAB11FIP2
22374859	16	AC092338.2
22382436	16	MFSD13B
22437008	16	SMG1P1
36636019	5	AC008957.2
36606355	5	SLC1A3
23979700	13	AL359736.1
54423560	14	CNIH1
143597835	CHR_HSCHR8_3_CTG7	TIGD5
102705784	X	BEND7P1
24315725	13	C1QTNF9-AS1
25699451	Y	TRAPPC2P5
64316460	11	TRMT112
25709908	Y	RAB9AP2
44141906	17	C17orf53
25723016	Y	USP9YP30
118046279	10	CASC2
25730011	Y	USP9YP9
61525708	11	AP003108.5
25728490	Y	TTTY3
60808735	8	AC113143.1
42128051	CHR_HSCHR22_1_CTG1	CYP2D7
60678778	8	CHD7
78516139	8	PKIA
196260024	2	AC020571.1
19678288	17	SLC47A2
12930522	19	FARSA-AS1
240686334	2	AC011298.1
29264992	15	NSMCE3
10871513	19	CARM1
12354416	Y	GYG2P1
29373602	15	AC107980.1
29233673	15	AC061965.1
19940269	3	HSPA8P18
27178263	13	LINC02340
100735603	10	PAX2
52438005	16	TOX3
96902801	4	COX7A2P2
5302040	20	PROKR2
46211943	13	LRRC63
35401511	14	NFKBIA
52903572	3	SFMBT1
53046166	3	AC096887.2
168901240	2	G6PC2
121024125	11	AP000646.1
49829260	X	PAGE4
29467161	16	AC133555.5
7355517	8	ZNF705G
37241789	3	AC097359.2
102064544	2	IL1R1
19024090	14	AL589182.1
34661880	9	CCL27
32690660	CHR_HSCHR6_MHC_MCF_CTG1	CR933859.1
243029512	1	AL606534.2
242975005	1	AL603825.1
242772620	1	RSL24D1P4
44475886	20	TTPAL
112463968	3	BTLA
36541484	20	MYL9
59636716	11	PATL1
223951394	1	GTF2IP20
141074232	7	TMEM178B
30140870	7	AC007036.2
69350995	CHR_HSCHR5_2_CTG1_1	AK6
112185480	3	AC128688.1
22882582	21	AP000949.1
22345071	4	ADGRA3
27066142	13	USP12
203867786	2	CTLA4
67451301	11	GPR152
223393417	1	CCDC185
163244505	1	AL592435.1
18172625	17	AC087164.1
59491652	11	OR4D8P
222872271	1	DISP1
137690477	4	AC131956.2
137807706	4	AC131956.1
186789880	3	RFC4
48082973	16	ABCC12
136355110	4	TERF1P3
163475067	3	AC079910.1
3121116	19	KF456478.1
133075311	4	AC105383.1
3118665	19	AC005262.2
35760897	17	C17orf50
222712553	1	BROX
51395867	3	DCAF1
132592084	4	AARSP1
132435802	4	AC114741.1
1891136	CHR_HSCHR16_4_CTG1	LINC02124
51391268	3	RBM15B
131930031	4	AC096711.2
132004810	4	AC096711.3
131773302	4	SNHG27
69369307	CHR_HSCHR5_2_CTG1_1	RAD17
93388075	X	AL023280.1
9621291	19	ZNF561-AS1
129771659	4	LINC02465
111309203	6	AL080317.3
111494991	6	AL136310.1
111430260	6	BRD7P4
68537184	4	UGT2B17
68509441	4	UGT2B29P
53432722	X	AC233728.1
189879609	2	C2orf88
153947553	X	HCFC1
107610034	12	AC007540.1
27309492	2	MPV17
105927624	1	LINC01677
52600119	13	MRPS31P4
115019578	9	TNC
94762681	10	CYP2C19
130416755	2	FAR2P2
16745636	17	UPF3AP1
31131433	16	PRSS8
177857945	5	AC140125.3
17435509	19	TMEM221
37093019	19	AC012309.1
51167328	19	SIGLEC17P
64972225	1	LINC01359
1614590	7	TFAMP1
177801204	5	AC140125.1
193179045	1	B3GALT2
17228259	10	VIM
51155288	19	AC063977.7
47837692	17	SCRN2
92770855	X	AL121871.2
17233325	10	AL133415.1
36233851	20	AL121895.2
106977291	12	MTERF2
47831627	17	LRRC46
220829255	1	LINC01352
36306387	1	SH3D21
73248843	10	MRPS16
46915021	18	AC090373.1
32535112	CHR_HSCHR6_MHC_MCF_CTG1	HLA-DRB9
135777130	X	CT45A5
121580792	12	AC145422.1
121400041	12	RNF34
97401115	10	AL355490.2
25362249	1	RHCE
57358772	16	CCL22
134992958	9	AL353611.2
126308510	2	AC023347.1
86374966	9	AL353678.1
134937151	9	AL353611.1
98648971	15	IGF1R
98660210	15	AC118658.2
123400582	8	IMPDH1P6
73130155	10	ECD
220316667	1	AL451081.2
48568014	X	AC115618.1
48579774	X	AC115618.2
30156297	8	DCTN6
38778508	22	DNAL4
65589566	2	AC007389.3
143851375	7	TCAF1
92134604	7	CYP51A1-AS1
33868953	1	CSMD2-AS1
50876712	3	ST13P14
54754987	CHR_HSCHR19KIR_FH15_A_HAP_CTG3_1	KIR2DP1
123352181	8	DUTP2
76887551	13	AC000403.1
124617080	10	AC068896.1
36916329	19	ZNF568
186660216	3	HRG
124619292	10	FAM53B
73183362	10	DNAJC9
15941869	1	ZBTB17
134868236	9	AL603650.1
54707916	CHR_HSCHR19KIR_FH13_BA2_HAP_CTG3_1	LILRP2
5903767	11	OR52Q1P
75282835	15	GOLGA6D
92253493	14	AL133240.1
4988130	17	INCA1
140537340	5	SRA1
161513176	1	AL590385.2
6789153	Y	AC013412.1
49442424	12	AC125611.1
95807118	2	LINC00342
12682693	19	AC010422.2
5544489	11	OR52H1
186440345	3	LINC02020
43358932	11	TTC17
135520643	X	INTS6L
23685400	15	NDN
98046667	15	AC022523.1
98282075	15	AC015722.1
143639230	7	TCAF2C
218944629	2	AC097468.2
187632166	1	AL357559.1
21468158	Y	TSPY14P
85137150	16	LINC02139
23565678	15	MKRN3
133237171	8	NDRG1
143532749	7	AC073264.1
218285287	1	RRP15
202773720	2	AC098831.1
5596109	11	TRIM6
74311516	15	AC023300.2
5880629	11	OR52E4
217631324	1	SPATA17
74527584	10	MRPL35P3
43063637	11	AC009643.2
111259348	6	MFSD4B
107890970	7	DLD
135135149	X	AC234771.3
46021690	20	SLC12A5
45835461	CHR_HSCHR17_1_CTG5	AC127032.1
41693916	7	INHBA-AS1
128768228	4	JADRR
7006293	8	DEFT1P2
4474690	16	HMOX2
57475445	12	MARS
186311652	1	TPR
57516588	12	DDIT3
1477830	16	RPS3AP2
91311368	7	AC079760.2
91320128	7	NIPA2P1
73869393	4	CXCL1
20808776	Y	HSFY4P
44523639	X	FUNDC1
218822383	2	PRKAG3
73005833	10	RPL17P50
154389955	X	RPL10
34634844	19	AC020910.3
6273579	Y	AC006335.3
38578120	22	FAM227A
34576733	19	SCGB1B2P
5224309	11	AC104389.6
34542462	19	ZNF807
38703480	17	AC006449.2
34533427	19	RPS26P55
6266593	Y	TSPY11P
143437034	7	TAS2R62P
43909292	11	ALKBH3-AS1
6835554	8	AF233439.1
168716606	6	AL136099.1
149504733	6	PPIL4
6870575	8	DEFB1
240981515	2	AC104809.1
134641774	9	COL5A1
214482813	1	AL445305.1
149491567	6	AL031133.1
38326070	7	AC006033.2
4903080	19	UHRF1
38273587	7	TRGJP
43948776	X	NDP
102876467	1	COL11A1
33252873	CHR_HSCHR6_MHC_SSTO_CTG1	HLA-DPB2
114587746	9	ATP6V1G1
10015240	12	AC024224.2
6362799	11	AC068733.1
14863714	19	OR7A2P
2816302	20	TMEM239
96285068	15	AC016251.1
55654146	19	U2AF2
24674309	7	AC005084.1
928259	19	AC005379.1
213051233	1	RPS6KC1
95433095	15	LINC00924
27102630	9	AL355432.1
2268495	11	ASCL2
110663051	7	IMMP2L
45041716	15	AC091117.2
25232586	1	AL031432.4
45023104	15	SORD
42138063	CHR_HSCHR22_3_CTG1	BX247885.2
30508488	CHR_HSCHR6_MHC_SSTO_CTG1	LINC02569
23225876	15	AC116165.3
54414251	CHR_HSCHR19LRC_PGF2_CTG3_1	LILRB4
4815932	19	TICAM1
29555629	6	GABBR1
23157366	15	GOLGA8EP
70033921	9	MAMDC2-AS1
43229573	2	AC010883.1
25043707	1	AL050344.1
89156743	14	AL138478.1
29930208	CHR_HSCHR6_MHC_MANN_CTG1	HLA-A
89399995	14	AL356805.1
49549306	3	BSN-AS2
57240685	19	ZNF805
57261354	19	AC005261.3
54305461	CHR_HSCHR19_4_CTG3_1	AC008984.3
86086415	6	RPL7P27
3603000	18	DLGAP1-AS2
183266602	1	AL356981.1
176346061	5	KIAA1191
64422935	14	AL122035.1
55776727	18	LINC01415
176347941	5	AC138956.1
23083094	15	ELMO2P1
161034834	1	AL591806.2
43230836	2	THADA
212726153	1	NSL1
212557833	1	AC092803.2
87707579	X	Z83818.2
135020504	X	RTL8B
69311333	13	AL355478.1
212363931	1	TMEM206
40107244	11	AC080100.1
212299495	1	AL360091.3
212297448	1	AL360091.2
53575713	4	AC095040.1
67086446	2	LINC01828
54294391	CHR_HSCHR19_4_CTG3_1	LILRA3
54099523	4	GSX2
85731371	6	AL355615.1
9348106	19	AC011451.2
98348451	X	AL357312.1
123843036	9	PIGFP2
52708449	3	NEK4
42902079	19	PSG6
36676460	6	CDKN1A
39728496	17	MIEN1
50046496	16	AC007610.3
106373663	14	IGHV4-34
120781220	6	COX6A1P3
181812705	1	AL161734.1
47995355	10	FAM25C
4583999	17	SMTNL2
106301396	14	IGHV2-26
106293568	14	IGHVIII-25-1
81600072	X	AL691517.1
89944910	5	AC113167.1
33133453	CHR_HSCHR6_MHC_QBL_CTG1	HSD17B8
106235064	14	IGHV3-21
40316485	4	LINC02265
40265472	4	AC095057.2
106206603	14	AC247036.1
143312684	7	HINT1P1
76381313	11	GVQW3
56118159	12	ZC3H10
160289273	1	COPA
137052662	9	AL807752.4
75876372	17	AC087289.5
42126481	CHR_HSCHR22_2_CTG1	CYP2D6
4769140	19	MIR7-3HG
18582063	Y	OFD1P5Y
32117595	CHR_HSCHR6_MHC_MCF_CTG1	TNXB
75874161	17	TRIM47
189746660	2	OSGEPL1
116645902	3	BZW1P2
54638174	CHR_HSCHR19LRC_PGF1_CTG3_1	LILRP2
46326809	18	RNF165
144877734	2	LINC01966
51012739	19	KLK10
30064164	16	ALDOA
21654690	X	KLHL34
43278125	X	IMPDH1P4
42210452	15	TMEM87A
150749736	7	BET1P1
55605405	19	ZNF865
55612490	19	AC008735.4
56118250	12	ESYT1
56120033	12	AC034102.6
42285130	X	AL023875.1
42252459	X	Z93403.1
141356500	CHR_HSCHR8_5_CTG7	GPR20
40121311	19	VN1R96P
6205566	11	C11orf42
43516107	22	EFCAB6-AS1
44275458	2	SLC3A1
56116586	12	RPL41
4565752	17	AC118754.2
160215715	1	DCAF8
3688021	2	GAPDHP48
70124036	2	LINC01816
170414139	6	AL008628.1
21639537	16	IGSF6
29516005	5	AC027345.1
160276812	1	PEX19
43746392	15	PDIA3
12474210	12	DUSP16
65155407	8	RPL31P41
122010976	X	AL441985.1
157993273	1	KIRREL1
28532708	16	NUPR1
121024964	X	AC006144.1
4292232	19	TMIGD2
24881943	5	AC106821.1
127215127	7	AC000099.1
73005601	16	AC002044.3
73293866	16	AC009033.1
72772673	16	AC004943.3
73060245	16	AC116667.1
42231811	9	AL445584.2
73015047	16	AC002044.2
76615212	18	LINC00683
33338978	6	MYL8P
103007461	X	Z73361.1
77942757	5	AC108482.1
10541272	11	MRVI1-AS1
176049678	5	AC139491.1
67893272	16	PSKH1
30687065	CHR_HSCHR6_MHC_DBB_CTG1	RPL7P4
29656505	CHR_HSCHR6_MHC_MANN_CTG1	MOG
55467438	19	AC008735.5
25365799	13	ELOBP1
39569376	7	AC011290.2
68683411	14	AL121820.1
45727200	10	WASHC2C
64331927	8	COX6CP8
38605255	14	AL357094.1
57150513	19	AC025588.2
56142516	11	OR8K4P
76358190	18	ZNF516
120933840	X	CT47A11
15854195	22	AP000523.1
63703065	9	AL591438.2
117285207	11	BACE1
4686236	20	PRNP
15823197	22	AP000525.1
248486689	CHR_HSCHR1_ALT2_1_CTG32_1	AC138089.2
3247481	18	MYL12A
120872603	X	CT47B1
63409064	8	IFITM8P
67819779	14	RAD51B
56116639	11	OR5BN2P
202231696	2	AC079354.2
44107290	21	PWP2
67403915	11	TBC1D10C
49632945	20	B4GALT5
21197450	16	ZP2
38057693	17	TBC1D3C
21194847	16	AF001550.1
142660632	CHR_HSCHR7_2_CTG6	TRBV19
13458326	16	TMF1P1
26549425	Y	CYCSP49
73796514	10	ZSWIM8-AS1
73796514	10	AC022400.6
15469865	4	CC2D2A
15563698	4	AC116651.1
85941146	9	NAA35
37977972	17	TBC1D3L
56093277	11	OR8I2
149838367	7	ZNF862
88602780	5	AC008526.1
120735623	2	GLI2
30705297	CHR_HSCHR6_MHC_MCF_CTG1	ATAT1
79944498	15	AC015871.1
20257720	19	AC078899.1
199911256	2	C2orf69
54707916	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1	LILRP2
24487100	5	CDH10
38254103	14	CLEC14A
18980695	22	AC007326.4
13197606	16	AC009134.1
3458071	16	AC004224.2
30126512	CHR_HSCHR6_MHC_SSTO_CTG1	TRIM40
156742107	1	HDGF
38207999	14	SSTR1
57119138	19	USP29
140631728	5	CD14
74447427	16	GLG1
92900189	15	CHD2
36103979	CHR_HSCHR17_7_CTG4	CCL4
41401024	CHR_HSCHR17_1_CTG4	KRT31
24976419	6	PPIAP29
74422120	16	AC009053.3
7717354	17	DNAH2
24797321	6	C6orf229
63009383	20	LINC01749
3531984	2	AC108488.2
115262505	5	AC008494.3
11322046	19	RAB3D
172816621	5	AC110011.1
67901099	9	BX649567.1
41716436	21	LINC00112
112235371	11	RPS6P16
156594487	1	GPATCH4
56859668	15	AC010999.3
199760544	2	FTCDNL1
112486847	9	KIAA1958
103572089	4	DDX3P3
55863932	11	AC036111.2
55850347	11	OR9M1P
76013679	14	AC008015.1
73277364	8	FAM213AP2
25994684	Y	CDY23P
30230779	12	LINC02386
18383367	20	DZANK1
40142198	4	AC095057.1
30200983	12	AC023511.1
113885298	3	AC079944.2
142413602	CHR_HSCHR7_2_CTG6	TRBV9
44747705	19	BCL3
25813013	Y	CDY22P
154144224	X	OPN1LW
77354404	10	KCNMA1-AS3
61187463	2	USP34
64696622	15	AC100830.2
55683239	11	OR4P1P
101116603	15	AC019254.2
57392546	8	RPL30P10
45390353	13	RCN1P2
45341345	13	TPT1-AS1
21234568	13	LINC01046
49198966	X	SYP-AS1
41387349	15	NDUFAF1
24119771	1	IL22RA1
45350323	13	AL138963.1
74748652	17	SLC9A3R1
61249780	2	AC018889.1
124777292	7	C7orf77
61416887	2	AC016894.1
36065060	4	AC098827.1
85222446	8	AC011773.3
7898804	19	AC010336.1
62924911	9	CNTNAP3P1
67001383	5	MAST4-AS1
12373609	19	RPS29P23
3486894	10	AL357833.1
12345949	19	ZNF442
142370836	CHR_HSCHR7_2_CTG6	AC234635.1
71212633	14	AC004817.1
3266003	10	AL139280.1
14262846	11	SPON1-AS1
142362570	CHR_HSCHR7_2_CTG6	AC234635.3
71141125	14	AC004817.3
6533618	X	VCX3A
32857101	CHR_HSCHR6_MHC_DBB_CTG1	PPP1R2P1
74211604	2	AC006030.1
86148458	X	DACH2
33698261	11	C11orf91
66003281	4	AC096721.1
65998846	4	AC116049.2
133989443	X	AF003529.1
134166682	X	TIMM8BP2
30415319	CHR_HSCHR6_MHC_APD_CTG1	HLA-N
29012865	17	AC024619.1
28926275	17	AC024267.4
29021325	17	AC024619.4
143790920	8	SCRIB
15572353	1	AGMAT
70693839	6	AL354943.1
18557775	19	AC005253.1
18557762	19	KXD1
52419189	18	VN1R76P
39467198	3	MOBP
45533963	17	AC091132.1
35433490	1	KIAA0319L
126920188	11	AP002833.1
75292131	14	DPPA5P4
34915376	5	BRIX1
41700480	9	AL591926.1
41657708	9	AL591926.2
52340172	18	DCC
181114106	5	AC008620.2
181099140	5	FOXO1B
175796310	5	CPLX2
54703952	CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1	AC245128.15
54709037	CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1	LILRP2
35030466	19	SCN1B
39003248	17	AC006441.4
58377513	13	AL161423.1
38996323	17	AC006441.2
42555440	10	FXYD6P1
31191499	CHR_HSCHR6_MHC_DBB_CTG1	HCG27
39713842	4	AC108471.1
31167475	CHR_HSCHR6_MHC_DBB_CTG1	PSORS1C3
56793048	19	AC006115.2
74313337	16	AC009120.3
39698044	4	UBE2K
39770081	4	ZBTB12BP
42428288	19	CXCL17
42560433	19	CEACAMP2
72874859	8	AC090735.1
13621498	6	RANBP9
7870852	12	AC124891.1
42401507	19	LIPE
42620212	19	CEACAMP1
100583982	7	FBXO24
72537391	8	KCNB2
21071082	22	AC002472.4
62646848	11	INTS5
62649694	11	AP001458.2
70566917	6	SDHAF4
2140501	11	IGF2-AS
74231499	7	RFC2
41262496	19	HNRNPUL1
51158282	18	SRSF10P1
31902815	CHR_HSCHR6_MHC_MANN_CTG1	SLC44A4
7812512	12	SLC2A14
40196744	12	LRRK2
3308609	16	AC004232.1
41132939	13	AL354696.2
59504539	14	CCDC175
74043452	17	LINC02074
40156113	12	LINC02471
17333126	3	AC090960.1
73831572	17	AC125421.2
139848290	5	AC008667.2
18121195	Y	USP9YP16
18116527	Y	USP9YP15
18105314	Y	TRAPPC2P8
66278498	15	AC055855.2
145735570	6	AL023806.1
145736911	6	AL023806.2
352638	17	AC129507.2
53348	3	AC066595.1
7619872	7	AC004948.1
31171144	4	LINC02497
30884443	4	MTCYBP43
18068483	Y	ELOCP12
19892433	19	AC011477.3
142740944	8	SLURP1
122837557	9	KRT18P67
34279679	6	NUDT3
85177522	8	AC011773.1
28587399	X	IL1RAPL1
29554808	22	NIPSNAP1
66744561	9	FKBP4P8
51502090	X	LINC01496
122526358	9	OR1N1
29010619	4	AC068944.2
24249114	14	TGM1
29992321	16	HIRIP3
72570660	11	LINC01537
18426861	17	KRT17P2
32064912	11	AL035078.2
13669327	11	FAR1-IT1
842808	11	TSPAN4
27218131	X	AC097262.1
31689075	CHR_HSCHR6_MHC_DBB_CTG1	LY6G6F-LY6G6D
90216039	9	OR7E31P
43865186	21	AGPAT3
26496936	X	AC079178.2
180494412	5	CNOT6
100602534	15	ASB7
66106815	9	ANKRD20A3
53794497	6	LRRC1
134905235	5	AC006077.2
142611044	8	ARC
67517862	16	AC027682.6
56373064	8	SDR16C6P
72940498	11	AP002381.1
5991466	1	KCNAB2
69300432	10	RPS15AP28
64430909	4	DPP3P1
132769370	6	SLC18B1
59135488	14	AL359219.1
58828234	14	LINC01500
67799004	14	AL049779.2
40992779	13	RGS17P1
78146353	17	C17orf99
11185993	12	TAS2R42
113513683	5	YTHDC2
32905662	17	AC084809.2
243005845	CHR_HSCHR1_3_CTG32_1	AL606534.7
17882099	Y	CDY6P
87250	20	DEFB125
94734655	2	AL845331.1
35943981	11	LDLRAD3
6490793	7	AC072052.1
74591774	18	LINC00909
35648925	20	RBM12
1160584	20	ACTG1P3
18418195	17	YWHAEP2
12992391	17	ELAC2
50018798	11	OR4C48P
48621159	17	HOXB9
44983023	7	SNHG15
58559129	19	MZF1-AS1
137030148	X	GPR101
3659487	X	PRKX-AS1
3604370	X	PRKX
9055586	12	LINC00612
90093154	16	TUBB8P7
39550033	12	ABCD2
100435257	7	AC092849.2
21002895	22	AC002472.2
2987987	6	NQO2
18441419	19	AC010335.1
52313154	8	RPL34P17
39263494	3	CX3CR1
99337353	2	EIF5B
49693105	14	KLHDC1
43872363	19	ZNF404
64405473	X	PFN5P
69452784	15	RPLP1
49850629	11	AP006587.1
94259311	9	ZNF169
131261321	5	AC004777.1
125445745	11	FEZ1
17514502	Y	AC015978.1
13388001	11	BTBD10
61240898	6	AL356131.1
42015625	2	AC013480.1
8621683	16	METTL22
56536156	19	AC005498.2
135853	7	AC093627.5
70972	7	AC093627.1
77038	7	AC093627.6
75069243	11	AP003175.1
23389661	3	AC121251.1
7380534	17	TNK1
34358618	15	LPCAT4
18387108	8	AC025062.2
42331866	10	BX322639.1
6970921	12	EMG1
6964949	12	U47924.1
37826247	2	LINC00211
42279734	10	PABPC1P8
36371165	14	DPPA3P2
36496005	CHR_HSCHR17_7_CTG4	MYO19
12432897	18	AP001029.1
7572826	17	AC016876.2
8309962	16	AC018767.3
8298492	16	LINC02152
73675638	11	RAB6A
54345546	CHR_HSCHR19LRC_PGF1_CTG3_1	TTYH1
76136333	17	FOXJ1
80207710	10	LINC00857
38713195	10	CHEK2P5
7352687	17	AC026954.3
2895048	2	LINC01250
31639825	CHR_HSCHR6_MHC_COX_CTG1	APOM
52377812	12	KRT84
29222321	21	GAPDHP14
40894430	15	VPS18
35090501	16	VPS35P1
80023894	17	AC116025.1
44876293	7	PURB
97756333	2	TMEM131
100428790	7	MEPCE
97827248	2	HMGN1P36
30645036	CHR_HSCHR6_MHC_MANN_CTG1	PPP1R10
12142090	19	ZNF625
75811665	7	CCL24
3312512	4	AL645949.1
14272373	3	AC093496.1
72302139	11	AP000593.3
232479827	2	ECEL1
31526942	2	AL133247.1
47418769	11	PSMC3
51803838	13	AL162377.1
165285253	2	MAPRE1P3
31522480	2	SRD5A2
164840672	2	AC019197.1
90154375	7	STEAP1
37325340	2	AC007391.1
74640023	5	HEXB
125164687	11	PKNOX2
36667	CHR_HSCHR12_1_CTG1	FAM138D
51767993	13	DHRS12
34941977	16	AC135776.4
54476583	CHR_HSCHR19LRC_COX2_CTG3_1	KIR2DL5A
112976702	5	DCP2
34158585	16	LINC00273
89919165	16	AC092143.1
27213308	16	AC109449.1
7661779	17	TP53
17800655	4	DCAF16
169296471	6	VTA1P1
45856453	CHR_HSCHR17_2_CTG5	SPPL2C
34341713	15	NOP10
42615244	22	Z93241.1
72912615	X	FAM236C
17684584	5	LINC02223
34120470	16	AC136932.1
23687049	16	AC008870.3
14695572	CHR_HSCHR16_1_CTG1	AC243753.1
54724447	CHR_HSCHR19KIR_G085_A_HAP_CTG3_1	KIR3DL3
6723233	12	AC125494.3
36773712	19	AC020928.3
19301613	21	AP000855.1
41850203	2	AC009413.1
50797704	19	C19orf48
17632088	5	AC233724.16
69187122	CHR_HSCHR16_2_CTG3_1	SNTB2
62284190	15	AC126323.5
36324221	7	KIAA0895
63894909	17	CSH1
143579697	8	EEF1D
35014961	19	AC020907.4
2537964	16	PDPK1
2578395	16	AC093525.10
2592514	16	AC141586.5
103021063	8	ATP6V1C1
102978785	8	AP003354.2
80125941	10	RPL22P18
48852008	4	OCIAD1-AS1
110245591	2	AC140479.5
6946468	12	PTPN6
33866227	15	AVEN
44959407	10	RASSF4
44899614	10	AL353801.2
44937508	10	AL353801.1
23641392	16	DCTN5
120212935	2	MTND3P10
173973779	5	C5orf47
112222928	8	CSMD3
109853312	X	RPS5P7
2380908	20	TGM6
29668886	11	HNRNPRP2
4367263	11	OR52B4
4338660	11	SSU72P7
130265882	9	HMCN2
129500361	5	AC008591.1
167146414	6	TCP10L2
20747035	13	RANP8
4146112	11	OR55B1P
51775258	2	CRYGGP
34560542	20	PIGU
44200968	7	YKT6
66389609	11	BRD9P1
48346428	X	SSX3
17590364	5	AC233724.17
53520981	19	ZNF331
106728533	CHR_HSCHR14_3_CTG1	IGHV1-68
38906451	12	AC067735.1
74409415	18	LINC01922
29826986	CHR_HSCHR6_MHC_APD_CTG1	HLA-G
69022778	10	ACTBP14
48336899	X	AL606490.9
79707266	17	LINC02078
29920543	CHR_HSCHR6_MHC_APD_CTG1	HLA-K
48322349	X	SSXP9
28250063	8	AC021678.2
28238430	8	AC021678.3
15334166	1	AL031283.3
106705284	CHR_HSCHR14_3_CTG1	IGHV1-67
79598032	17	AC233701.1
23605841	16	AC008870.4
53875252	20	SUMO1P1
35185294	13	SCAND3P1
17378906	5	LINC02111
104351591	10	CFAP58-AS1
17404019	5	LINC02217
17444010	5	LINC02218
106667823	CHR_HSCHR14_3_CTG1	IGHV3-62
86934462	2	NDUFB4P5
17486231	5	AC106774.10
81900745	17	NPB
106675232	CHR_HSCHR14_3_CTG1	IGHVII-62-1
109840128	5	AC008417.1
20658309	9	FOCAD
38847865	17	RPL23
1554669	19	MEX3D
108862266	9	ACTL7A
30380353	15	AC019322.1
81887844	17	ALYREF
53799823	20	AC006076.1
30357766	15	CHRFAM7A
57493855	6	FO680682.1
36079084	7	AC083864.1
1576939	19	AC005943.2
1573596	19	MBD3
36095272	7	AC083864.3
61194211	9	BX005040.3
79769372	8	AC036214.1
126294298	11	AP001318.2
65486444	5	AC025176.1
36109024	7	MARK2P13
54440704	13	RPL13AP25
79768142	8	LINC01607
36146842	7	AC078841.1
13460294	3	AC027124.2
126283065	11	TIRAP
151788984	2	ARL5A
160121789	6	SLC22A1
13460424	3	AC027124.1
74389884	18	FAUP1
44826791	7	H2AFV
104353764	10	CFAP58
10723836	16	MTCO3P24
136532152	X	VGLL1
33137325	CHR_HSCHR6_MHC_COX_CTG1	ZNF70P1
